                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     200                                      774                  1.0028007999999999E+000                  1.3527231416881200E-002                  2.3028345752006650E+009                  1.0898872939501710E+008                  5.8903323710754012E+003                  1.0293873134055507E+000                  9.7423328701001688E-001                 -1.5733532039884421E+000                  5.1945957508319562E-001                  1.9363397334802810E-005                  4.6662275761285305E-001                  1.2243779567279107E-005                  3.4970727931831558E-003                  6.2210807781708909E-003                  1.4102303945803347E-003                  1.0028007999999999E+000                  0.0000000000000000E+000                  7.0035492133516497E-001                  6.4919464632743609E-004                  2.8814333543821541E-001                  1.8071407487750587E-003                  1.3060263534016338E-003                  6.3606014497390156E-003                  1.4141801678694743E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.6104598085257585E+003                  2.3613941119346991E+007                  9.7417248779024315E+009                  1.0292142065766889E+000                  1.0292142065766892E+000                  5.3571020892638015E-045                  2.3100625762258031E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  7.2671932390352512E+016                               "r24.08.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20250102"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17 
                                    zone                                     mass                                     logR                                     logT                                   log_dr          raw_rate_r_he3_he3_to_h1_h1_he4                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                                       pp                                      cno                                tri_alpha 
                                       1                  1.0028007999999999E+000                 -1.1337035801203878E-002                  3.7705921456741023E+000                  5.3411371842900408E+000                  9.3058850218558125E-051                  7.1948155079866671E-001                  2.8413239009994353E-005                  2.6696280454544213E-001                  2.3313394444175501E-003                  6.8335700334873947E-004                  6.3446284134194026E-003                  1.4102303945803345E-003                  2.7576761611150316E-003                  2.4412357583205029E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.0028007999989972E+000                 -1.1338441321854268E-002                  3.7716190610991052E+000                  5.4310500081556752E+000                  1.1821375651973319E-050                  7.1948155079866671E-001                  2.8413239009994353E-005                  2.6696280454544213E-001                  2.3313394444175501E-003                  6.8335700334873947E-004                  6.3446284134194026E-003                  1.4102303945803345E-003                  2.7576761611150316E-003                  2.4809198774939744E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.0028007999977437E+000                 -1.1340170149193824E-002                  3.7727876748641687E+000                  5.4234737311191052E+000                  1.2029504063384086E-050                  7.1948155079866671E-001                  2.8413239009994353E-005                  2.6696280454544213E-001                  2.3313394444175501E-003                  6.8335700334873947E-004                  6.3446284134194026E-003                  1.4102303945803345E-003                  2.7576761611150316E-003                  2.5246163128453037E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.0028007999964903E+000                 -1.1341869085348930E-002                  3.7745819047622073E+000                  5.7135027189329168E+000                  2.4676510078115942E-050                  7.1948155079866671E-001                  2.8413239009994353E-005                  2.6696280454544213E-001                  2.3313394444175501E-003                  6.8335700334873947E-004                  6.3446284134194026E-003                  1.4102303945803345E-003                  2.7576761611150316E-003                  2.5894392064606891E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.0028007999939832E+000                 -1.1345181987069335E-002                  3.7770945388494614E+000                  5.6995223438788640E+000                  2.5484178285341337E-050                  7.1948155079866671E-001                  2.8413239009994353E-005                  2.6696280454544213E-001                  2.3313394444175501E-003                  6.8335700334873947E-004                  6.3446284134194026E-003                  1.4102303945803345E-003                  2.7576761611150316E-003                  2.6742264399797229E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.0028007999914761E+000                 -1.1348389965486835E-002                  3.7797327929740590E+000                  5.6862725878365694E+000                  2.6274031141509234E-050                  7.1948155079866671E-001                  2.8413239009994353E-005                  2.6696280454544213E-001                  2.3313394444175501E-003                  6.8335700334873947E-004                  6.3446284134194017E-003                  1.4102303945803345E-003                  2.7576761611150316E-003                  2.7571450171455591E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.0028007999889692E+000                 -1.1351501573215635E-002                  3.7828510483760165E+000                  5.7690972012328929E+000                  3.3925714243725753E-050                  7.1948155079866671E-001                  2.8413239009994353E-005                  2.6696280454544213E-001                  2.3313394444175501E-003                  6.8335700334873936E-004                  6.3446284134194035E-003                  1.4102303945803345E-003                  2.7576761611150316E-003                  2.8481159667197435E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.0028007999858355E+000                 -1.1355266988606800E-002                  3.7865452139437741E+000                  5.7544459301404114E+000                  3.5090348152601490E-050                  7.1948155079866671E-001                  2.8413239009994353E-005                  2.6696280454544213E-001                  2.3313394444175501E-003                  6.8335700334873936E-004                  6.3446284134194035E-003                  1.4102303945803345E-003                  2.7576761611150316E-003                  2.9459302573757599E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.0028007999827018E+000                 -1.1358907524567771E-002                  3.7924556054845020E+000                  6.0352505027204186E+000                  7.3528157934956192E-050                  7.1948155079866671E-001                  2.8413239009994353E-005                  2.6696280454544213E-001                  2.3313394444175501E-003                  6.8335700334873936E-004                  6.3446284134194035E-003                  1.4102303945803345E-003                  2.7576761611150316E-003                  3.0865057212744123E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  1.0028007999764343E+000                 -1.1365857370757231E-002                  3.7992820689946525E+000                  5.7164071492890391E+000                  3.8304282650699248E-050                  7.1948155079866671E-001                  2.8413239009994353E-005                  2.6696280454544213E-001                  2.3313394444175501E-003                  6.8335700334873936E-004                  6.3446284134194035E-003                  1.4102303945803345E-003                  2.7576761611150316E-003                  3.2158699825524947E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  1.0028007999733006E+000                 -1.1369192686722015E-002                  3.8041618512315880E+000                  5.7056116721884544E+000                  3.9279334800769864E-050                  7.1948154704553247E-001                  2.8416992144232710E-005                  2.6696280454544213E-001                  2.3313394444175501E-003                  6.8335700334873947E-004                  6.3446284134194026E-003                  1.4102303945803345E-003                  2.7576761611150316E-003                  3.2968965418798952E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  1.0028007999701669E+000                 -1.1372446141687233E-002                  3.8094273594256198E+000                  5.6957562805093334E+000                  4.0182261843147193E-050                  7.1948154676975840E-001                  2.8417267918349509E-005                  2.6696280454544219E-001                  2.3313394444175505E-003                  6.8335700334873958E-004                  6.3446284134194043E-003                  1.4102303945803347E-003                  2.7576761611150320E-003                  3.3726521922694768E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  1.0028007999670332E+000                 -1.1375626621364333E-002                  3.8151134135078060E+000                  5.6868406707149708E+000                  4.1016281536543718E-050                  7.1948154676975840E-001                  2.8417267918349509E-005                  2.6696280454544219E-001                  2.3313394444175505E-003                  6.8335700334873958E-004                  6.3446284134194043E-003                  1.4102303945803347E-003                  2.7576761611150320E-003                  3.4426866643630382E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      14                  1.0028007999638995E+000                 -1.1378742497343799E-002                  3.8212509088472504E+000                  5.6788647882325272E+000                  4.1777105101311148E-050                  7.1948154676975840E-001                  2.8417267918349509E-005                  2.6696280454544219E-001                  2.3313394444175505E-003                  6.8335700334873958E-004                  6.3446284134194043E-003                  1.4102303945803347E-003                  2.7576761611150320E-003                  3.5065755414291349E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      15                  1.0028007999607658E+000                 -1.1381801693805409E-002                  3.8278725740463933E+000                  5.6718344893703803E+000                  4.2459483941318026E-050                  7.1948154676975840E-001                  2.8417267918349509E-005                  2.6696280454544219E-001                  2.3313394444175505E-003                  6.8335700334873958E-004                  6.3446284134194043E-003                  1.4102303945803347E-003                  2.7576761611150320E-003                  3.5638778345949737E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      16                  1.0028007999576323E+000                 -1.1384811788124144E-002                  3.8332386412304138E+000                  5.3662214271116548E+000                  2.1455185863290556E-050                  7.1948154676975840E-001                  2.8417267918349509E-005                  2.6696280454544219E-001                  2.3313394444175505E-003                  6.8335700334873958E-004                  6.3446284134194043E-003                  1.4102303945803347E-003                  2.7576761611150320E-003                  3.6017411758687595E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      17                  1.0028007999560653E+000                 -1.1386301043894301E-002                  3.8369470890619852E+000                  5.3634297209174449E+000                  2.1593694703532147E-050                  7.1948154676975840E-001                  2.8417267918349509E-005                  2.6696280454544219E-001                  2.3313394444175505E-003                  6.8335700334873958E-004                  6.3446284134194043E-003                  1.4102303945803347E-003                  2.7576761611150320E-003                  3.6250038972166592E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      18                  1.0028007999544983E+000                 -1.1387780762279198E-002                  3.8408029882599717E+000                  5.3608895912805234E+000                  2.1720510919273960E-050                  7.1948154676975840E-001                  2.8417267918349509E-005                  2.6696280454544219E-001                  2.3313394444175505E-003                  6.8335700334873958E-004                  6.3446284134194043E-003                  1.4102303945803347E-003                  2.7576761611150320E-003                  3.6463029199665942E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      19                  1.0028007999529314E+000                 -1.1389251856249904E-002                  3.8448129997278575E+000                  5.3586060437849348E+000                  2.1835167075902053E-050                  7.1948154676975840E-001                  2.8417267918349509E-005                  2.6696280454544219E-001                  2.3313394444175505E-003                  6.8335700334873958E-004                  6.3446284134194043E-003                  1.4102303945803347E-003                  2.7576761611150320E-003                  3.6655597127704075E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      20                  1.0028007999513644E+000                 -1.1390715240360925E-002                  3.8510567205621995E+000                  5.6566274194206416E+000                  4.3974357675005609E-050                  7.1948154676975840E-001                  2.8417267918349509E-005                  2.6696280454544219E-001                  2.3313394444175505E-003                  6.8335700334873958E-004                  6.3446284134194043E-003                  1.4102303945803347E-003                  2.7576761611150320E-003                  3.6910905837112530E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      21                  1.0028007999482309E+000                 -1.1393621817784345E-002                  3.8600257333055028E+000                  5.6536107332268628E+000                  4.4281465334550581E-050                  7.1948154676975840E-001                  2.8417267918349509E-005                  2.6696280454544219E-001                  2.3313394444175505E-003                  6.8335700334873958E-004                  6.3446284134194043E-003                  1.4102303945803347E-003                  2.7576761611150320E-003                  3.7168805762233046E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      22                  1.0028007999450970E+000                 -1.1396508294817045E-002                  3.8670618094844493E+000                  5.3508852602225705E+000                  2.2227559919288154E-050                  7.1948154676975840E-001                  2.8417267918349509E-005                  2.6696280454544219E-001                  2.3313394444175505E-003                  6.8335700334873958E-004                  6.3446284134194043E-003                  1.4102303945803347E-003                  2.7576761611150320E-003                  3.7314636235922182E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      23                  1.0028007999435302E+000                 -1.1397945917098728E-002                  3.8717704522348884E+000                  5.3498916437497313E+000                  2.2278619600812058E-050                  7.1948154676975840E-001                  2.8417267918349509E-005                  2.6696280454544219E-001                  2.3313394444175505E-003                  6.8335700334873958E-004                  6.3446284134194043E-003                  1.4102303945803347E-003                  2.7576761611150320E-003                  3.7400393572776802E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      24                  1.0028007999419633E+000                 -1.1399380258766113E-002                  3.8764610640079149E+000                  5.3489733533917487E+000                  2.2325923623560965E-050                  7.1948154676975840E-001                  2.8417267918349509E-005                  2.6696280454544219E-001                  2.3313394444175505E-003                  6.8335700334873958E-004                  6.3446284134194043E-003                  1.4102303945803347E-003                  2.7576761611150320E-003                  3.7479843213671574E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      25                  1.0028007999403965E+000                 -1.1400811575527978E-002                  3.8810853987670137E+000                  5.3480795442977271E+000                  2.2372066574140554E-050                  7.1948154676975840E-001                  2.8417267918349509E-005                  2.6696280454544219E-001                  2.3313394444175505E-003                  6.8335700334873958E-004                  6.3446284134194043E-003                  1.4102303945803347E-003                  2.7576761611150320E-003                  3.7557342886727468E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      26                  1.0028007999388295E+000                 -1.1402239954269568E-002                  3.8878469930493558E+000                  5.6477594815524839E+000                  4.4883884196233084E-050                  7.1948154676975840E-001                  2.8417267918349509E-005                  2.6696280454544219E-001                  2.3313394444175505E-003                  6.8335700334873958E-004                  6.3446284134194043E-003                  1.4102303945803347E-003                  2.7576761611150320E-003                  3.7674702963756794E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
